Order ID,Discount,Profit
US-2016-108504,0.0,28.3095
US-2016-137295,0.2,10.8784
CA-2014-124737,0.2,1.2672
CA-2017-159793,0.5,-89.0664
CA-2015-159534,0.0,11.995
CA-2014-119032,0.0,1.316
CA-2016-113236,0.2,11.98
CA-2014-104563,0.0,9.499
CA-2017-140186,0.2,16.3352
US-2016-162852,0.3,-12.0784
CA-2017-166898,0.2,17.994
CA-2014-114125,0.0,1.4112
CA-2015-113628,0.2,-72.039
CA-2017-159149,0.32,-17.0274
CA-2017-143665,0.0,19.2472
CA-2016-113082,0.0,14.5728
CA-2017-111332,0.0,8.2944
CA-2016-135776,0.0,22.992
CA-2017-166093,0.2,4.872
CA-2017-104388,0.0,22.3888
CA-2014-143168,0.2,0.4704
CA-2014-141838,0.0,0.84
CA-2014-161634,0.0,15.552
CA-2014-108609,0.4,-734.5264
CA-2017-112515,0.0,7.056
CA-2016-158001,0.0,281.016
CA-2015-129322,0.0,33.0368
CA-2014-164903,0.0,6.2208
CA-2015-123330,0.2,37.7916
CA-2015-115168,0.0,4.752
CA-2017-116988,0.0,9.3312
CA-2014-168592,0.0,24.3595
CA-2017-111591,0.0,0.3906
CA-2017-105410,0.2,6.6906
CA-2017-134439,0.0,7.98
CA-2017-148411,0.3,-14.8704
CA-2017-124744,0.0,3.0576
CA-2015-120845,0.7,-1.8106
CA-2017-157987,0.1,213.735
CA-2015-168809,0.8,-6.0768
CA-2014-120544,0.8,-87.1488
CA-2016-163755,0.0,35.6796
CA-2016-137043,0.0,166.1004
CA-2016-108056,0.2,75.18
CA-2017-133823,0.0,17.6673
CA-2017-113705,0.0,3.7996
CA-2015-124975,0.5,-525.6405
CA-2017-152485,0.2,-0.2098
CA-2015-122406,0.0,4.116
CA-2016-109666,0.0,17.99
CA-2015-141327,0.2,25.1808
CA-2016-105291,0.0,1.1946
CA-2017-156895,0.3,-23.7822
CA-2014-129364,0.2,3.744
CA-2016-101448,0.0,28.41
CA-2016-148747,0.15,84.294
CA-2015-165162,0.0,55.896
CA-2016-114727,0.2,10.6794
CA-2014-122588,0.0,20.1248
CA-2017-144932,0.2,5.0286
CA-2015-138009,0.0,130.87
CA-2014-115259,0.2,44.0316
CA-2014-112718,0.7,-0.8558
CA-2014-117765,0.0,5.7594
CA-2017-133648,0.2,0.7348
CA-2014-108189,0.2,-3.264
CA-2017-146031,0.0,22.2444
CA-2015-104241,0.0,69.1992
CA-2015-123568,0.2,28.65
CA-2016-129126,0.0,198.46
US-2017-142573,0.2,10.098
US-2014-119137,0.7,-5.712
CA-2016-131744,0.2,90.72
CA-2016-127236,0.4,-36.9544
CA-2016-122017,0.0,23.9904
CA-2014-133809,0.4,-2.0774
CA-2014-135608,0.0,21.0128
CA-2016-144092,0.0,77.4837
CA-2016-119074,0.0,15.9446
CA-2016-163398,0.8,-3.6003
US-2017-166324,0.2,-21.2136
CA-2017-169285,0.0,2.8322
CA-2017-142034,0.0,275.478
CA-2017-100426,0.0,5.616
CA-2016-151092,0.2,18.4772
US-2016-139388,0.0,0.2992
US-2017-124303,0.2,5.8203
CA-2017-102309,0.0,63.984
CA-2014-122070,0.2,3.3453
CA-2017-141481,0.0,16.5888
CA-2016-130393,0.3,-17.745
CA-2016-121020,0.2,17.9982
US-2014-140116,0.2,-15.9102
CA-2015-112452,0.1,107.346
US-2016-158708,0.2,3.5742
CA-2015-166135,0.2,17.428
CA-2016-106397,0.0,6.2208
CA-2014-138527,0.2,2.2824
CA-2017-147228,0.2,62.1376
CA-2016-162313,0.1,29.7408
CA-2016-110044,0.2,35.9976
US-2015-129007,0.2,7.8225
CA-2016-102456,0.0,49.5552
CA-2015-109169,0.0,81.432
CA-2016-110492,0.0,175.5156
CA-2015-137302,0.2,6.3936
CA-2017-104220,0.0,16.175
CA-2016-117583,0.0,12.4416
CA-2014-106439,0.2,-9.147
CA-2017-155460,0.0,2.376
CA-2017-123001,0.0,2.726
CA-2017-160962,0.2,0.7704
CA-2014-127012,0.0,10.7912
CA-2017-138870,0.0,21.1344
CA-2017-124205,0.0,143.6288
CA-2017-121293,0.4,-34.647
CA-2017-117261,0.0,0.5432
CA-2014-110072,0.2,12.9096
CA-2015-132633,0.2,4.0986
US-2014-134733,0.15,20.5176
CA-2014-127446,0.2,1.9926
CA-2016-167759,0.0,37.758
CA-2016-161669,0.0,3.2944
CA-2017-125913,0.0,8.0968
CA-2014-123225,0.2,43.1976
CA-2016-164784,0.7,-2.0108
CA-2014-130673,0.2,-13.392
CA-2017-161655,0.0,149.76
CA-2015-140718,0.2,3.2872
CA-2014-110639,0.0,22.5008
CA-2015-154291,0.0,49.23
CA-2017-134495,0.2,2.0358
US-2016-124163,0.0,1.0336
CA-2017-160325,0.0,131.355
CA-2015-102491,0.0,18.3908
CA-2017-145765,0.2,54.3936
CA-2015-105347,0.0,6.615
US-2014-123519,0.2,0.2952
CA-2015-145352,0.0,2.1684
US-2017-146906,0.0,74.975
CA-2017-119655,0.0,70.4928
CA-2016-153598,0.0,51.474
CA-2016-157245,0.0,179.7488
CA-2016-143749,0.0,20.485
CA-2015-124800,0.2,-86.3664
CA-2017-100160,0.2,5.4432
CA-2014-127187,0.0,62.3904
US-2015-153500,0.2,-29.4812
CA-2014-100090,0.2,-87.9354
CA-2017-140186,0.2,0.0
CA-2017-134845,0.7,-3399.98
CA-2017-122693,0.0,361.2994
CA-2016-134803,0.0,7.896
CA-2017-156391,0.2,0.556
CA-2017-141747,0.0,4.1756
CA-2016-147256,0.0,751.7601
CA-2014-116785,0.0,6.206
CA-2016-106397,0.0,12.8744
CA-2014-163552,0.0,52.1262
CA-2015-106565,0.0,24.8832
CA-2014-169775,0.2,10.8054
US-2016-153129,0.0,15.594
CA-2017-100111,0.0,6.3296
CA-2014-103429,0.0,17.982
CA-2015-121699,0.0,29.1375
CA-2014-120768,0.0,1.9629
CA-2016-100244,0.0,3.1752
CA-2015-130456,0.15,34.494
CA-2015-112571,0.0,53.196
CA-2016-126270,0.2,6.5569
CA-2016-130638,0.0,19.7988
US-2016-137295,0.7,-24.6624
CA-2014-168158,0.2,2.2098
CA-2016-129308,0.2,3.276
CA-2014-104178,0.0,30.432
CA-2015-133452,0.2,-97.7394
CA-2015-154284,0.2,14.2272
CA-2015-168186,0.0,7.0218
CA-2017-125640,0.2,1.0738
US-2016-108504,0.0,52.7956
CA-2016-108987,0.2,-32.784
CA-2016-157763,0.0,39.4268
CA-2017-126718,0.0,2.4059
CA-2017-104885,0.0,15.4752
CA-2015-157133,0.6,-182.352
CA-2014-146591,0.7,-320.597
CA-2014-150518,0.0,57.5016
CA-2015-124044,0.2,3.6792
CA-2017-113278,0.0,8.532
CA-2016-124016,0.2,4.0338
CA-2015-143364,0.2,6.7048
CA-2016-145009,0.2,3.8844
CA-2016-105753,0.0,18.33
US-2014-150574,0.7,-3.6892
CA-2016-155005,0.0,94.4925
CA-2017-112725,0.2,-13.5882
CA-2015-165085,0.0,103.2284
CA-2015-141593,0.0,3.1104
US-2014-138247,0.0,5.5177
CA-2014-119144,0.0,10.3473
CA-2014-113768,0.2,20.9592
CA-2014-168368,0.0,24.393
US-2015-165743,0.7,-3.4272
CA-2017-129028,0.0,21.7515
CA-2017-166317,0.0,107.7216
CA-2017-163902,0.2,14.7582
CA-2016-109869,0.7,-20.889
CA-2015-146262,0.2,4.4792
CA-2014-123127,0.0,4.195
CA-2017-124597,0.2,4.8525
CA-2015-105613,0.8,-186.5682
CA-2016-127369,0.0,207.147
CA-2016-138079,0.0,37.366
CA-2016-124233,0.0,10.374
CA-2016-131639,0.2,3.8529
CA-2014-110555,0.0,24.3824
CA-2014-167199,0.0,746.4078
CA-2015-105690,0.2,164.997
US-2016-154361,0.2,6.2905
US-2014-112914,0.2,10.56
CA-2014-141278,0.0,6.206
CA-2014-141796,0.0,352.3065
CA-2015-139290,0.0,2.6496
CA-2014-166471,0.2,-43.8336
CA-2017-102155,0.0,93.6988
US-2015-130491,0.0,1.8011
CA-2017-154676,0.2,7.5528
CA-2014-136742,0.7,-35.928
CA-2015-130204,0.0,46.602
CA-2016-104150,0.0,23.4192
CA-2014-106803,0.0,47.92
CA-2014-138177,0.5,-45.8273
CA-2014-100328,0.2,1.3257
CA-2016-132997,0.0,71.2692
CA-2016-136231,0.2,3.21
CA-2014-139892,0.2,2.7324
CA-2017-163097,0.2,33.1584
US-2015-155369,0.8,-512.1468
CA-2016-152289,0.2,43.9956
CA-2014-144071,0.0,11.1664
CA-2014-133634,0.0,16.2486
CA-2015-134992,0.0,11.0354
CA-2015-109575,0.0,31.8892
CA-2014-122609,0.6,-6.9102
CA-2014-124737,0.2,69.705
CA-2014-131541,0.2,16.5186
CA-2016-165995,0.0,15.9936
CA-2014-106229,0.5,-209.7693
CA-2014-148488,0.2,37.2204
CA-2014-142839,0.4,-227.4912
US-2015-148817,0.0,16.6536
US-2016-148901,0.2,0.4172
CA-2014-167927,0.0,15.9792
CA-2014-113929,0.0,19.458
US-2016-117037,0.8,-4.7685
CA-2016-116596,0.0,12.6077
CA-2015-156104,0.0,449.991
CA-2014-103744,0.2,2.3409
CA-2014-117317,0.0,6.5856
US-2016-118780,0.0,3.0774
CA-2014-103989,0.2,1.3728
CA-2017-140186,0.0,15.525
CA-2016-144540,0.8,-166.3935
CA-2016-109365,0.0,56.9772
CA-2015-149909,0.0,13.2522
US-2014-157406,0.2,3.6288
CA-2016-149314,0.2,19.5184
CA-2016-136924,0.2,38.0864
CA-2017-152198,0.7,-3.564
CA-2016-145905,0.0,6.0168
CA-2016-133795,0.0,11.1776
CA-2017-156237,0.7,-18.0385
CA-2016-146206,0.3,-34.392
CA-2014-120775,0.2,0.8688
CA-2017-135279,0.0,9.7119
CA-2017-121790,0.5,-47.175
CA-2014-159184,0.0,52.688
CA-2017-116204,0.2,7.7343
CA-2014-127964,0.0,4.5954
CA-2016-115224,0.0,9.534
CA-2015-160472,0.0,9.7328
CA-2016-152646,0.0,15.552
CA-2014-121167,0.2,6.0368
CA-2015-122406,0.0,15.5372
CA-2015-153416,0.0,54.5832
CA-2014-111500,0.0,122.3856
CA-2014-107594,0.0,2.1762
CA-2014-115336,0.8,-23.892
CA-2017-121419,0.0,70.006
CA-2015-146486,0.0,6.0114
US-2017-104094,0.0,1.8872
CA-2016-107104,0.0,10.4076
CA-2014-142048,0.2,56.5662
CA-2017-124716,0.0,5.97
CA-2014-109897,0.2,50.396
CA-2015-160696,0.2,1.1765
CA-2016-139878,0.0,74.8142
CA-2017-160458,0.2,9.072
CA-2017-154039,0.2,10.9193
CA-2014-161249,0.7,-6.5415
CA-2017-141929,0.2,152.495
US-2016-161396,0.4,-58.1332
CA-2014-123225,0.2,3.6288
CA-2016-168753,0.0,274.386
US-2016-108504,0.0,60.2553
CA-2014-152296,0.2,6.9132
CA-2014-139892,0.4,-1359.992
CA-2014-159800,0.0,34.9825
CA-2014-165393,0.8,-8.4728
CA-2015-123456,0.8,-121.58
CA-2014-115889,0.0,105.2468
CA-2015-123155,0.2,29.799
US-2017-147655,0.7,-58.716
US-2015-106873,0.2,2.3686
CA-2016-136812,0.0,55.896
US-2016-128293,0.2,-12.9568
CA-2016-143308,0.0,5.2626
US-2014-157021,0.2,5.5536
CA-2017-133074,0.0,27.93
CA-2016-107216,0.0,2.5056
CA-2017-129021,0.2,2.943
CA-2016-124352,0.0,251.8911
US-2016-113985,0.2,9.264
CA-2014-102673,0.2,0.8988
CA-2017-136651,0.0,7.9662
CA-2017-100615,0.2,3.546
CA-2015-105599,0.4,-14.1639
CA-2017-131954,0.2,9.4284
CA-2016-150945,0.0,117.0104
CA-2015-129770,0.0,23.0864
CA-2014-129168,0.2,5.4432
CA-2015-121188,0.0,29.1528
CA-2016-158043,0.0,11.68
CA-2015-138009,0.1,178.901
US-2016-100566,0.6,-90.2484
US-2017-106145,0.2,5.538
CA-2015-104346,0.5,-248.166
CA-2017-137449,0.3,-39.5118
CA-2016-105963,0.0,40.7499
US-2015-164448,0.2,3.2832
CA-2017-142034,0.0,12.96
CA-2016-157280,0.0,71.2296
US-2017-119816,0.2,0.8624
US-2017-150595,0.8,-2.6268
CA-2015-168207,0.0,33.936
CA-2015-112144,0.2,1.9926
CA-2015-140830,0.0,32.346
CA-2015-108259,0.2,11.814
CA-2016-145898,0.0,13.452
CA-2014-127936,0.0,8.0712
CA-2015-111395,0.8,-40.6504
CA-2016-109652,0.2,3.2224
CA-2017-137596,0.0,81.0474
CA-2016-157791,0.0,899.982
US-2017-101840,0.2,15.606
CA-2017-169439,0.2,3.888
CA-2016-113516,0.2,11.5584
US-2016-104815,0.3,0.0
US-2017-144582,0.8,-69.3952
CA-2017-114440,0.0,8.763
CA-2015-157322,0.2,48.9942
CA-2016-163937,0.0,7.7035
CA-2017-135076,0.2,-38.2116
CA-2014-130092,0.0,3.0814
CA-2016-105662,0.2,31.4712
CA-2015-103772,0.0,42.225
CA-2017-151190,0.0,9.2322
CA-2016-161543,0.0,5.8604
CA-2017-144064,0.2,2.401
CA-2015-120362,0.0,118.6575
US-2016-150567,0.7,-2.1648
US-2016-167339,0.2,76.0116
CA-2016-113425,0.2,12.7764
CA-2016-144729,0.0,1.5444
CA-2016-164154,0.7,-17.9424
CA-2016-113096,0.0,12.0978
CA-2014-115161,0.15,3.4196
CA-2017-167640,0.0,140.5957
CA-2015-138898,0.2,84.5728
CA-2016-156251,0.0,4.1748
CA-2016-144785,0.0,1.8468
US-2016-114013,0.7,-15.44
CA-2017-107909,0.0,6.7966
CA-2014-162684,0.2,1.917
CA-2015-139962,0.0,9.3312
CA-2015-111339,0.2,-4.1568
US-2014-157385,0.2,-67.941
CA-2014-126193,0.8,-533.7325
CA-2014-133963,0.2,1.4442
CA-2014-119466,0.6,-7.476
CA-2016-113236,0.2,13.8528
CA-2017-106852,0.2,10.8864
CA-2017-143651,0.0,6.93
CA-2015-168760,0.0,16.5888
CA-2016-128818,0.1,59.0352
CA-2017-133263,0.0,30.7776
CA-2014-150490,0.0,12.8744
CA-2014-166961,0.0,2.9646
CA-2014-109918,0.2,31.47
CA-2015-157084,0.2,84.495
US-2014-120236,0.8,-11.52
CA-2015-105571,0.7,-12.9168
CA-2016-123540,0.0,378.274
CA-2014-127866,0.0,15.0984
CA-2015-111164,0.0,10.5552
CA-2017-109946,0.2,2.065
CA-2015-103072,0.0,12.4416
CA-2014-120775,0.2,-3.768
CA-2014-114433,0.0,52.4895
US-2016-151862,0.2,13.9986
CA-2017-149048,0.0,95.4612
CA-2016-139395,0.0,184.2204
CA-2014-140228,0.2,-37.7332
US-2016-135720,0.2,30.0768
US-2015-117184,0.2,4.9308
CA-2016-164924,0.7,-319.1916
CA-2014-144666,0.0,28.819
CA-2014-138317,0.2,8.4024
CA-2014-167199,0.0,3.0084
CA-2015-112116,0.0,44.7096
CA-2015-112130,0.2,14.2272
CA-2015-122371,0.0,18.6093
US-2014-147627,0.0,11.58
CA-2014-157721,0.0,4.9497
CA-2014-116190,0.0,76.5583
CA-2015-101126,0.2,7.724
CA-2017-140494,0.0,21.2724
CA-2014-166086,0.3,-38.85
CA-2016-159912,0.5,-81.94
CA-2014-123498,0.2,26.9526
CA-2016-132829,0.2,14.8365
CA-2014-139598,0.2,8.1552
CA-2016-118689,0.0,16.8413
US-2016-164189,0.2,25.198
CA-2016-145177,0.2,32.4684
US-2017-109253,0.2,28.4364
CA-2014-105340,0.8,-11.0848
CA-2017-120222,0.2,27.504
US-2015-126214,0.0,356.0414
CA-2016-118332,0.2,7.049
CA-2017-127712,0.2,0.6984
CA-2016-122017,0.0,22.9488
US-2016-132577,0.2,2.6568
CA-2015-124541,0.8,-12.075
CA-2017-111220,0.2,-44.235
US-2015-165743,0.7,-247.7988
CA-2016-162187,0.4,-147.8655
CA-2014-151162,0.2,35.6613
CA-2016-154788,0.2,2.7956
CA-2017-132521,0.2,2.322
CA-2017-108749,0.0,22.89
CA-2016-169824,0.0,19.9155
CA-2015-114237,0.0,39.7488
CA-2016-139689,0.7,-1.9656
CA-2017-137001,0.0,4.116
CA-2017-118773,0.2,15.998
CA-2016-158211,0.2,0.584
CA-2017-143574,0.0,8.5544
US-2017-128951,0.0,50.3832
CA-2015-135538,0.2,99.432
CA-2015-102260,0.2,0.3168
US-2014-160444,0.2,-35.178
CA-2017-122112,0.2,8.8624
CA-2014-137274,0.3,-152.7156
CA-2014-109855,0.0,57.12
CA-2015-109575,0.0,327.5818
CA-2016-130946,0.3,-4.1136
CA-2014-143385,0.0,18.504
US-2014-147606,0.6,-14.475
US-2016-147711,0.0,31.0446
CA-2014-163419,0.2,0.8056
US-2017-130687,0.0,7.2744
CA-2015-144190,0.0,6.2208
US-2014-164763,0.0,8.4942
CA-2015-128083,0.2,2.9322
US-2017-133200,0.2,-57.951
CA-2016-118626,0.2,70.5544
CA-2016-115917,0.0,272.792
US-2014-127978,0.2,4.914
CA-2017-143686,0.0,6.2152
CA-2016-129868,0.2,33.8517
CA-2015-130974,0.0,32.4862
CA-2017-131016,0.2,-2.974
CA-2016-155488,0.0,11.4452
CA-2017-151750,0.8,-9.705
CA-2014-102652,0.0,15.6332
US-2016-108504,0.0,170.9316
CA-2016-157511,0.2,1.6056
CA-2014-151946,0.0,21.0752
CA-2016-150007,0.2,2.1
CA-2014-114790,0.0,164.6316
US-2015-105676,0.6,-4.0128
CA-2016-109666,0.0,13.7964
CA-2016-105277,0.2,5.823
CA-2015-137064,0.2,4.4004
US-2016-133879,0.8,-4.752
CA-2014-114790,0.0,7.0218
CA-2015-142755,0.0,137.151
CA-2016-138520,0.0,3.7996
CA-2017-162978,0.0,8.4528
US-2017-139465,0.0,100.9113
CA-2016-121958,0.2,5.8653
CA-2017-131653,0.0,2.4012
CA-2016-123946,0.0,1.656
CA-2016-112256,0.8,-8.316
US-2015-160857,0.2,1014.9797
CA-2016-167556,0.2,9.3125
CA-2015-135580,0.0,122.148
US-2015-115238,0.0,3.1104
CA-2017-141929,0.2,1.7375
CA-2014-127523,0.0,9.6957
CA-2016-108987,0.2,0.7198
CA-2014-111871,0.15,70.49
CA-2016-138233,0.0,177.5889
CA-2017-132178,0.0,19.4656
US-2016-108637,0.0,40.9216
US-2015-127040,0.0,97.1946
CA-2014-158274,0.0,41.986
US-2015-152128,0.0,60.1412
CA-2017-132199,0.2,7.3008
CA-2015-102876,0.7,-6.9828
CA-2015-102722,0.0,41.535
CA-2017-139822,0.0,10.7964
CA-2017-132521,0.0,33.5888
US-2015-150630,0.2,15.525
US-2014-127635,0.8,-13.6832
CA-2014-142727,0.0,12.99
CA-2014-103807,0.0,7.1628
US-2016-102232,0.0,59.115
CA-2015-148628,0.0,15.065
CA-2016-157364,0.2,6.006
CA-2014-164973,0.0,80.0226
CA-2015-122287,0.7,-3.3264
CA-2017-108322,0.2,6.216
CA-2015-112375,0.2,9.2178
CA-2014-140039,0.2,5.955
CA-2014-160773,0.7,-3.6288
CA-2015-102876,0.4,-131.994
CA-2014-154781,0.0,3.0268
CA-2014-167199,0.0,1.4796
CA-2017-140872,0.2,-2.5749
CA-2014-108903,0.2,4.1988
CA-2016-125661,0.2,15.282
CA-2016-169922,0.8,-13.6488
CA-2015-101910,0.2,17.745
CA-2016-138968,0.2,1.6472
CA-2014-110611,0.2,-13.637
CA-2014-138198,0.2,4.5188
CA-2016-158694,0.0,191.6586
CA-2016-150889,0.2,0.8994
CA-2017-162712,0.2,23.235
CA-2014-159520,0.0,4.4564
CA-2017-104801,0.0,21.506
CA-2016-164350,0.2,8.445
CA-2017-166093,0.0,140.5482
CA-2014-169019,0.2,-26.946
CA-2017-151911,0.0,28.332
CA-2016-123512,0.15,14.098
CA-2014-131905,0.0,42.0355
US-2016-116729,0.0,76.272
US-2014-140452,0.2,-8.3524
CA-2016-162236,0.2,3.9592
CA-2014-159681,0.0,48.5392
CA-2017-119284,0.4,-28.224
CA-2017-111332,0.0,35.6238
CA-2017-138464,0.2,30.2316
CA-2016-146934,0.0,172.3384
US-2017-110604,0.2,4.2624
CA-2015-105599,0.0,0.2792
CA-2015-141593,0.2,20.724
CA-2016-152170,0.0,8.991
US-2017-161935,0.2,2.132
CA-2016-127208,0.0,8.0352
CA-2014-150245,0.2,196.686
CA-2015-121797,0.2,215.9973
CA-2015-144274,0.0,5.6416
US-2016-150147,0.7,-3.4272
CA-2014-124807,0.2,12.9978
CA-2016-116540,0.0,0.6516
US-2015-109015,0.0,101.394
CA-2016-107328,0.0,136.6176
CA-2014-130960,0.0,2.8536
CA-2017-152786,0.0,18.5886
CA-2017-117863,0.0,6.2608
US-2017-117723,0.2,-337.806
US-2017-120418,0.2,6.603
CA-2017-121293,0.2,3.0144
CA-2017-112725,0.0,5.733
CA-2017-127656,0.0,11.8248
US-2016-132423,0.2,2.9145
US-2016-126452,0.0,6.2208
CA-2017-123022,0.2,28.896
CA-2014-126032,0.2,1.0797
CA-2014-110030,0.6,-14.3856
CA-2017-136623,0.2,5.3964
US-2017-105046,0.0,14.4596
CA-2015-149083,0.0,5.796
CA-2016-142762,0.0,16.302
CA-2014-139451,0.0,4.172
CA-2014-145317,0.5,-1811.0784
CA-2017-122364,0.2,75.18
